Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,Year
Max Borghi,RB,Washington St.,0,0,https://www.sports-reference.com/cfb/players/max-borghi-1.html,69.0,210.0,4.57,20.0,34.65,122.2,7.08,4.22,Pac-12,40.0,4.0,115.0,67.76,183.0,9.72,2.2,4.4,74.12,0.16,13.76,1.12,20.03,0.68,2.08,156.0,1134.0,7.3,9.0,369.0,2158.0,5.8,32.0,525.0,3292.0,6.3,41.0,2022
Jaquan Brisker,S,Penn St.,2,48,https://www.sports-reference.com/cfb/players/jaquan-brisker-1.html,73.0,199.0,4.49,22.0,34.5,124.0,7.06,4.29,Big Ten,34.0,3.0,85.0,66.0,151.0,10.0,0.0,5.0,90.0,0.0,14.0,1.0,11.81,0.44,0.0,44.52,635.63,13.13,6.58,40.82,265.58,5.02,2.47,85.34,901.21,11.8,9.05,2022
Gabe Brkic,K,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/gabe-brkic-1.html,74.0,197.0,4.67,16.35,33.25,120.68,6.85,4.19,Big 12,38.0,4.0,92.45,57.2,150.0,11.13,2.6,1.23,15.52,0.0,3.15,0.68,1.55,0.19,1.89,31.57,214.37,7.14,0.37,305.54,1581.98,3.53,13.3,337.12,1796.34,3.6,13.67,2022
Kennedy Brooks,RB,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/kennedy-brooks-1.html,71.0,209.0,4.59,17.15,31.0,120.0,7.07,4.24,Big 12,37.0,3.0,125.15,68.18,193.0,10.53,2.5,4.64,93.31,0.49,11.02,1.01,0.0,0.53,1.98,29.0,209.0,7.2,0.0,472.0,3320.0,7.0,31.0,501.0,3529.0,7.0,31.0,2022
Ben Brown,C,Mississippi,0,0,https://www.sports-reference.com/cfb/players/ben-brown-3.html,77.0,312.0,5.28,26.0,28.19,98.63,7.71,4.68,SEC,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,10.05,5.24,0.0,26.82,119.47,0.33,0.0,28.3,129.52,3.47,0.0,2022
Leddie Brown,RB,West Virginia,0,0,https://www.sports-reference.com/cfb/players/leddie-brown-1.html,72.0,213.0,4.64,17.83,30.0,118.0,7.0,4.24,Big 12,45.0,4.0,142.6,79.35,222.0,16.98,5.4,6.07,56.29,0.18,14.63,2.23,0.0,0.62,3.93,86.0,604.0,7.0,5.0,620.0,2888.0,4.7,27.0,706.0,3492.0,4.9,32.0,2022
Montaric Brown,CB,Arkansas,7,222,https://www.sports-reference.com/cfb/players/montaric-brown-1.html,72.0,196.0,4.55,15.8,32.65,119.83,6.95,4.19,SEC,35.0,4.0,73.0,54.0,127.0,4.0,0.0,7.0,12.0,0.0,15.0,2.0,6.73,0.4,2.0,15.56,90.8,5.74,1.02,136.22,677.94,4.92,4.34,151.78,768.73,5.03,5.36,2022
Logan Bruss,OG,Wisconsin,3,104,https://www.sports-reference.com/cfb/players/logan-bruss-1.html,77.0,309.0,5.32,25.48,31.0,112.0,7.57,4.55,,11.0,1.0,1.0,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2.9,18.01,6.04,0.32,1.32,1.78,0.5,0.6,4.22,19.8,1.07,0.92,2022
Coby Bryant,CB,Cincinnati,4,109,https://www.sports-reference.com/cfb/players/coby-bryant-1.html,73.0,193.0,4.54,17.0,35.76,122.92,7.08,4.13,American,53.0,5.0,134.0,36.0,170.0,5.0,0.0,10.0,120.0,1.0,35.0,0.0,0.0,0.86,4.0,27.0,210.19,6.49,1.53,207.02,1111.89,5.1,8.22,234.02,1322.07,5.29,9.76,2022
Spencer Burford,OG,Texas-San Antonio,4,134,https://www.sports-reference.com/cfb/players/spencer-burford-1.html,76.0,304.0,5.19,29.04,27.5,105.0,7.65,4.73,,11.0,1.0,1.74,0.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.87,5.15,4.77,0.09,1.03,-2.03,-1.88,0.09,1.9,3.13,-2.11,0.18,2022
Treylon Burks,WR,Arkansas,1,18,https://www.sports-reference.com/cfb/players/treylon-burks-1.html,74.0,225.0,4.55,18.33,33.0,122.0,7.28,4.13,SEC,32.0,3.0,104.12,57.34,161.0,8.42,2.3,4.32,68.57,0.26,14.19,0.85,13.47,0.89,2.05,146.0,2399.0,16.4,18.0,38.0,222.0,5.8,1.0,184.0,2621.0,14.2,19.0,2022
Darien Butler,LB,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/darien-butler-1.html,70.0,221.0,4.91,22.71,32.2,113.73,7.47,4.29,Pac-12,39.0,4.0,120.0,121.0,241.0,24.1,4.0,3.0,0.0,0.0,4.0,4.0,6.37,0.66,3.0,30.35,263.95,8.94,1.78,250.05,1302.17,3.55,16.76,280.4,1566.12,3.86,18.54,2022
Matthew Butler,DT,Tennessee,5,175,https://www.sports-reference.com/cfb/players/matthew-butler-1.html,76.0,297.0,5.0,17.0,32.0,112.0,7.89,4.81,SEC,44.0,5.0,68.0,84.0,152.0,16.0,9.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.65,10.28,7.39,0.18,1.64,8.12,1.51,0.64,3.29,18.4,1.84,0.82,2022
Percy Butler,S,Louisiana,4,113,https://www.sports-reference.com/cfb/players/percy-butler-1.html,72.0,194.0,4.36,11.85,31.5,123.0,7.02,4.31,Sun Belt,42.0,4.0,107.0,60.0,167.0,9.0,1.0,3.0,3.0,0.0,13.0,5.0,0.0,0.17,5.0,38.28,389.55,10.67,4.05,243.86,1254.09,5.79,12.92,282.15,1643.64,9.41,16.97,2022
Grant Calcaterra,TE,SMU,6,198,https://www.sports-reference.com/cfb/players/grant-calcaterra-1.html,76.0,241.0,4.62,20.0,33.76,119.4,7.13,4.24,Big 12,36.0,4.0,105.19,55.29,160.0,11.0,3.05,4.42,68.57,0.0,14.69,1.0,14.34,1.0,2.88,38.0,465.0,12.2,4.0,0.0,0.0,4.16,0.0,38.0,465.0,12.2,4.0,2022
Jake Camarda,P,Georgia,4,133,https://www.sports-reference.com/cfb/players/jake-camarda-1.html,73.0,193.0,4.56,13.35,32.28,118.95,7.01,4.19,SEC,52.0,4.0,129.86,65.12,195.0,6.92,1.52,6.15,76.55,1.03,15.44,1.66,27.97,0.92,2.41,24.48,202.04,7.97,1.03,245.28,1290.92,2.67,12.35,269.76,1492.96,2.79,13.37,2022
Chance Campbell,LB,Mississippi,6,219,https://www.sports-reference.com/cfb/players/chance-campbell-1.html,74.0,232.0,4.57,20.81,39.5,127.0,7.12,4.27,Big Ten,33.0,4.0,47.0,62.0,109.0,12.5,6.0,0.0,0.0,0.0,2.0,3.0,2.75,0.0,2.0,67.08,659.4,8.26,4.2,391.88,2113.73,5.24,21.36,458.95,2773.13,6.65,25.55,2022
Zachary Carter,DE,Florida,3,95,https://www.sports-reference.com/cfb/players/zachary-carter-1.html,76.0,282.0,4.99,19.0,27.5,110.0,7.44,4.52,SEC,41.0,4.0,39.0,63.0,102.0,26.0,17.0,0.0,0.0,0.0,8.0,1.0,13.51,1.0,2.0,7.07,70.58,10.96,0.8,11.36,33.04,3.73,2.37,18.43,103.62,6.92,3.18,2022
Tariq Castro-Fields,CB,Penn St.,6,221,https://www.sports-reference.com/cfb/players/tariq-castro-fields-1.html,73.0,197.0,4.38,15.85,33.15,121.03,6.88,4.17,Big Ten,46.0,5.0,94.0,45.0,139.0,10.0,1.0,3.0,8.0,0.0,25.0,0.0,4.77,0.31,1.0,17.32,105.38,5.8,1.04,149.97,750.5,4.96,4.95,167.29,855.88,5.07,5.99,2022
Tykevious Chandler,RB,North Carolina,5,169,https://www.sports-reference.com/cfb/players/ty-chandler-1.html,71.0,204.0,4.38,20.66,31.0,121.0,7.07,4.26,SEC,59.0,5.0,153.81,77.06,231.0,11.16,2.64,5.36,65.37,0.4,10.76,1.44,14.78,0.81,2.59,15.0,216.0,14.4,1.0,182.0,1092.0,6.0,13.0,197.0,1308.0,6.6,14.0,2022
Leo Chenal,LB,Wisconsin,3,103,https://www.sports-reference.com/cfb/players/leo-chenal-1.html,75.0,250.0,4.53,19.4,40.5,128.0,6.99,4.21,Big Ten,25.0,3.0,106.0,72.0,178.0,25.5,11.0,1.0,31.0,0.0,1.0,0.0,0.0,0.52,3.0,36.21,371.88,9.88,3.64,156.92,827.36,3.43,9.25,193.13,1199.25,6.21,12.88,2022
Lewis Cine,S,Georgia,1,32,https://www.sports-reference.com/cfb/players/lewis-cine-1.html,74.0,199.0,4.37,14.95,36.5,133.0,7.0,4.27,SEC,39.0,3.0,95.0,49.0,144.0,3.5,0.0,2.0,23.0,0.0,14.0,0.0,0.0,0.39,0.0,30.52,367.41,12.67,3.67,34.13,222.33,3.8,2.0,64.65,589.74,11.83,5.67,2022
Damone Clark,LB,LSU,5,176,https://www.sports-reference.com/cfb/players/damone-clark-1.html,75.0,239.0,4.57,22.47,36.5,127.0,7.12,4.24,SEC,36.0,4.0,120.0,129.0,249.0,23.0,10.0,1.0,0.0,0.0,4.0,1.0,4.38,0.16,2.0,62.66,742.41,15.37,6.23,12.38,58.07,3.02,1.06,75.05,800.48,8.36,7.29,2022
Micheal Clemons,DE,Texas A&M,4,117,https://www.sports-reference.com/cfb/players/micheal-clemons-1.html,77.0,263.0,4.76,24.0,33.8,116.0,7.13,4.41,SEC,32.0,4.0,52.0,41.0,93.0,20.5,12.5,0.0,0.0,0.0,2.0,1.0,14.92,1.0,1.0,20.95,202.54,10.06,2.42,41.77,236.9,5.03,3.79,62.72,439.44,6.87,6.22,2022
Jack Coan,QB,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/jack-coan-1.html,75.0,218.0,4.9,15.8,33.0,115.0,6.95,4.39,Big Ten,35.0,4.0,88.05,43.38,131.0,7.79,1.4,3.82,68.68,0.49,11.3,0.64,0.0,0.2,1.59,44.36,429.26,9.67,2.2,232.7,1168.35,3.42,10.05,277.06,1597.61,4.5,12.25,2022
Qwynnterrio Cole,S,Louisville,0,0,https://www.sports-reference.com/cfb/players/qwynnterio-cole-1.html,72.0,206.0,4.55,16.0,32.73,121.46,7.05,4.39,ACC,13.0,1.0,65.0,21.0,86.0,5.0,0.0,1.0,29.0,0.0,6.0,0.0,3.2,0.92,1.0,54.25,518.94,9.02,4.0,204.69,1057.25,4.91,9.94,258.94,1576.19,6.76,13.94,2022
Snoop Conner,RB,Mississippi,5,154,https://www.sports-reference.com/cfb/players/snoop-conner-1.html,70.0,222.0,4.59,25.0,29.5,118.0,6.97,4.2,SEC,35.0,3.0,112.95,62.63,176.0,13.0,4.47,3.85,68.37,0.04,11.33,1.0,0.0,0.62,2.98,32.0,225.0,7.0,0.0,304.0,1580.0,5.2,26.0,336.0,1805.0,5.4,26.0,2022
Bryan Cook,S,Cincinnati,2,62,https://www.sports-reference.com/cfb/players/bryan-cook-2.html,73.0,206.0,4.58,15.0,35.0,121.2,6.89,4.28,American,21.0,3.0,78.0,46.0,124.0,6.0,1.0,2.0,0.0,0.0,11.0,0.0,29.01,1.0,0.0,58.87,609.6,10.53,4.07,95.33,490.93,3.89,5.73,154.2,1100.53,9.62,9.8,2022
James Cook,RB,Georgia,2,63,https://www.sports-reference.com/cfb/players/james-cook-2.html,71.0,199.0,4.42,15.78,33.0,124.0,6.97,4.19,SEC,47.0,4.0,114.65,54.57,169.0,7.58,1.77,5.56,55.34,0.32,13.91,1.25,13.15,0.83,1.5,67.0,730.0,10.9,6.0,230.0,1503.0,6.5,14.0,297.0,2233.0,7.5,20.0,2022
Jashaun Corbin,RB,Florida St.,0,0,https://www.sports-reference.com/cfb/players/jashaun-corbin-1.html,71.0,202.0,4.52,15.38,34.19,121.38,6.99,4.16,SEC,35.0,4.0,109.05,59.8,169.0,9.52,0.85,3.7,78.75,0.3,11.4,1.35,14.21,0.63,1.85,44.0,259.0,5.9,1.0,224.0,1288.0,5.8,12.0,268.0,1547.0,5.8,13.0,2022
Yusuf Corker,S,Kentucky,0,0,https://www.sports-reference.com/cfb/players/yusuf-corker-1.html,72.0,203.0,4.59,23.0,33.54,122.01,6.98,4.19,SEC,43.0,4.0,134.0,107.0,241.0,6.5,2.0,3.0,0.0,0.0,14.0,2.0,32.48,1.0,1.0,62.67,591.67,9.5,2.92,272.5,1537.58,5.02,17.5,335.17,2129.25,7.19,20.42,2022
Matt Corral,QB,Mississippi,3,94,https://www.sports-reference.com/cfb/players/matt-corral-1.html,74.0,212.0,4.81,15.58,29.83,109.67,7.2,4.33,SEC,37.0,4.0,104.73,81.27,186.0,12.2,3.91,5.45,48.27,0.0,13.55,2.55,19.09,0.85,1.36,0.0,0.0,7.41,0.0,1.0,1.01,1.0,0.0,1.0,1.01,1.0,0.0,2022
Charles Cross,OT,Mississippi St.,1,9,https://www.sports-reference.com/cfb/players/charles-cross-1.html,77.0,307.0,4.95,22.51,26.0,112.0,7.88,4.61,SEC,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,15.61,7.45,0.28,1.28,1.84,0.73,0.62,3.79,17.45,1.23,0.9,2022
Nick Cross,S,Maryland,3,96,https://www.sports-reference.com/cfb/players/nick-cross-1.html,72.0,212.0,4.34,18.63,37.0,130.0,7.1,4.24,Big Ten,29.0,3.0,88.0,46.0,134.0,5.5,4.0,6.0,55.0,0.0,10.0,0.0,33.15,0.48,3.0,21.69,207.78,9.34,2.62,140.69,879.58,5.62,9.1,162.38,1087.37,9.06,11.71,2022
Dustin Crum,QB,Kent St.,0,0,https://www.sports-reference.com/cfb/players/dustin-crum-1.html,73.0,210.0,4.75,15.38,32.5,120.0,7.09,4.36,MAC,47.0,5.0,100.77,49.77,151.0,8.74,0.28,7.28,113.61,0.74,15.34,0.8,0.0,0.32,1.59,61.86,532.5,8.01,3.07,408.84,2394.02,5.97,21.35,470.69,2926.51,6.47,24.41,2022
Myron Cunningham,OT,Arkansas,0,0,https://www.sports-reference.com/cfb/players/myron-cunningham-1.html,77.0,320.0,5.38,25.25,20.0,98.0,8.5,5.16,,3.0,1.0,1.3,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,6.67,8.29,0.26,0.0,0.7,5.52,0.0,0.87,7.37,8.99,0.26,2022
DJ Davidson,DT,Arizona St.,5,147,https://www.sports-reference.com/cfb/players/dj-davidson-1.html,75.0,327.0,5.35,23.0,28.0,99.29,7.85,4.72,Pac-12,34.0,4.0,62.0,75.0,137.0,15.5,5.0,0.0,0.0,0.0,6.0,1.0,7.52,0.11,0.0,1.76,12.32,4.4,0.0,36.51,162.9,3.3,0.0,38.27,175.22,3.16,0.0,2022
Jordan Davis,DT,Georgia,1,13,https://www.sports-reference.com/cfb/players/jordan-davis-9.html,78.0,341.0,4.78,27.9,32.0,123.0,7.88,4.85,SEC,42.0,4.0,37.0,53.0,90.0,11.5,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.29,559.09,11.01,3.45,129.58,636.8,1.55,6.62,174.86,1195.89,3.75,10.07,2022
Kalia Davis,DT,Central Florida,6,220,https://www.sports-reference.com/cfb/players/kalia-davis-1.html,73.0,302.0,5.02,33.06,27.59,104.86,7.6,4.73,American,25.0,3.0,32.0,29.0,61.0,15.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.67,1.0,1.51,9.43,5.35,0.17,1.17,-1.8,-2.48,0.17,2.68,7.62,-2.18,0.34,2022
Tyrion Davis-Price,RB,LSU,3,93,https://www.sports-reference.com/cfb/players/tyrion-davis-price-1.html,72.0,211.0,4.48,16.85,30.0,117.0,7.01,4.33,SEC,35.0,3.0,130.95,77.07,208.0,13.94,2.64,6.59,113.62,0.86,10.45,1.49,0.0,0.66,4.27,28.0,185.0,6.6,0.0,379.0,1744.0,4.6,15.0,407.0,1929.0,4.7,15.0,2022
Nakobe Dean,LB,Georgia,3,83,https://www.sports-reference.com/cfb/players/nakobe-dean-1.html,71.0,229.0,4.8,20.04,32.55,113.69,7.28,4.39,SEC,36.0,3.0,89.0,79.0,168.0,13.5,7.5,2.0,50.0,1.0,7.0,0.0,39.18,0.87,3.0,40.96,395.44,9.53,3.21,184.93,962.33,3.53,12.26,225.88,1357.76,6.23,15.47,2022
Dawson Deaton,C,Texas Tech,7,246,https://www.sports-reference.com/cfb/players/dawson-deaton-1.html,78.0,306.0,5.12,24.0,29.0,108.0,7.52,4.49,Big 12,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,15.91,5.58,0.2,14.71,60.09,-0.94,0.2,17.05,76.0,-0.55,0.41,2022
Austin Deculus,OT,LSU,6,205,https://www.sports-reference.com/cfb/players/austin-deculus-1.html,77.0,321.0,5.08,26.49,28.5,109.0,7.83,4.99,SEC,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,50.43,0.11,0.0,134.84,672.29,3.62,7.23,144.06,722.72,-0.49,7.23,2022
Cameron Dicker,K,Texas,0,0,https://www.sports-reference.com/cfb/players/cameron-dicker-2.html,73.0,220.0,4.75,15.79,32.39,117.5,6.98,4.26,Big 12,49.0,4.0,119.79,76.64,196.0,22.32,6.57,1.43,35.36,0.43,7.86,1.29,5.21,0.71,2.36,36.0,388.18,10.25,2.15,244.47,1354.05,3.9,13.97,280.47,1742.23,4.54,16.12,2022
Kellen Diesch,OT,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/kellen-diesch-1.html,79.0,301.0,4.89,25.85,32.5,110.0,7.77,4.43,Pac-12,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,74.72,8.25,0.16,171.78,858.62,3.77,9.72,183.91,933.33,4.08,9.87,2022
JoJo Domann,LB,Nebraska,0,0,https://www.sports-reference.com/cfb/players/jojo-domann-1.html,73.0,228.0,4.62,17.43,34.5,119.0,7.28,4.27,Big Ten,43.0,5.0,132.0,76.0,208.0,26.5,5.5,3.0,0.0,0.0,15.0,3.0,5.51,0.76,9.0,41.81,432.93,9.89,3.71,232.84,1313.16,3.43,15.48,274.65,1746.09,5.56,19.19,2022
Jahan Dotson,WR,Penn St.,1,16,https://www.sports-reference.com/cfb/players/jahan-dotson-1.html,71.0,178.0,4.43,14.34,36.0,121.0,7.28,4.09,Big Ten,42.0,4.0,96.12,48.48,145.0,8.29,2.64,2.05,34.87,0.0,11.86,0.52,25.01,1.12,1.97,183.0,2757.0,15.1,25.0,8.0,18.0,2.3,1.0,191.0,2775.0,14.5,26.0,2022
Romeo Doubs,WR,Nevada,4,132,https://www.sports-reference.com/cfb/players/romeo-doubs-1.html,74.0,201.0,4.52,14.45,34.45,119.36,6.86,4.26,MWC,44.0,4.0,134.62,72.0,207.0,7.6,1.24,5.86,62.14,0.0,10.48,1.41,28.02,1.07,1.86,225.0,3322.0,14.8,26.0,3.0,-1.0,-0.3,0.0,228.0,3321.0,14.6,26.0,2022
Dontario Drummond,WR,Mississippi,0,0,https://www.sports-reference.com/cfb/players/dontario-drummond-1.html,73.0,215.0,4.65,17.07,34.0,122.0,6.88,4.2,SEC,34.0,3.0,140.54,94.9,235.0,8.66,2.02,5.17,79.11,0.39,13.95,0.82,4.46,0.41,2.7,114.0,1633.0,14.3,15.0,6.0,40.0,6.7,1.0,120.0,1673.0,13.9,16.0,2022
Greg Dulcich,TE,UCLA,3,80,https://www.sports-reference.com/cfb/players/greg-dulcich-1.html,76.0,243.0,4.69,16.0,34.0,122.0,7.05,4.37,Pac-12,31.0,4.0,100.6,50.88,151.0,9.43,3.07,3.21,50.34,0.0,13.95,0.73,0.24,0.92,2.3,77.0,1353.0,17.6,11.0,0.0,0.0,5.54,0.0,77.0,1353.0,17.6,11.0,2022
William Dunkle,OG,San Diego St.,0,0,https://www.sports-reference.com/cfb/players/william-dunkle-1.html,77.0,328.0,5.44,25.0,26.0,95.0,7.97,4.91,,11.0,1.0,3.78,1.27,5.0,0.18,0.0,0.32,0.0,0.0,0.73,0.37,0.0,0.0,0.0,19.5,119.1,4.49,0.0,307.52,1527.57,3.75,15.83,327.02,1646.67,4.04,15.83,2022
Jerrion Ealy,RB,Mississippi,0,0,https://www.sports-reference.com/cfb/players/jerrion-ealy-1.html,68.0,189.0,4.52,15.34,34.5,128.0,7.03,4.16,SEC,33.0,3.0,105.64,53.8,159.0,9.4,2.97,2.55,43.25,0.0,12.91,0.71,18.23,0.89,2.35,67.0,545.0,8.1,4.0,384.0,2235.0,5.8,20.0,451.0,2780.0,6.2,24.0,2022
Arnold Ebiketie,EDGE,Penn St.,2,38,https://www.sports-reference.com/cfb/players/arnold-ebiketie-1.html,74.0,250.0,4.74,21.0,38.0,128.0,7.13,4.37,American,28.0,4.0,34.0,28.0,62.0,18.0,9.5,0.0,0.0,0.0,1.0,0.0,0.0,0.37,2.0,28.98,263.27,8.75,1.62,72.58,350.31,3.13,4.8,101.56,613.58,5.46,6.42,2022
Trestan Ebner,RB,Baylor,6,203,https://www.sports-reference.com/cfb/players/trestan-ebner-1.html,71.0,206.0,4.43,16.15,30.0,116.22,6.97,4.18,Big 12,59.0,5.0,112.22,63.85,176.0,10.97,3.3,2.32,37.31,0.17,9.51,0.39,0.0,0.7,2.43,127.0,1515.0,11.9,11.0,343.0,1690.0,4.9,9.0,470.0,3205.0,6.8,20.0,2022
Ikem Ekwonu,OT,North Carolina St.,1,6,https://www.sports-reference.com/cfb/players/ikem-ekwonu-1.html,76.0,310.0,4.93,27.64,29.0,108.0,7.82,4.73,ACC,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,25.22,7.63,0.07,56.2,276.94,1.44,3.77,60.33,302.16,1.72,3.83,2022
Kaiir Elam,CB,Florida,1,23,https://www.sports-reference.com/cfb/players/kaiir-elam-1.html,74.0,191.0,4.39,13.15,37.0,125.07,6.78,4.0,SEC,34.0,3.0,53.0,25.0,78.0,2.5,0.0,6.0,0.0,0.0,20.0,1.0,0.0,0.21,0.0,35.6,321.97,7.35,2.47,289.43,1511.36,5.05,12.79,325.03,1833.34,5.33,15.27,2022
Kaleb Eleby,QB,Western Michigan,0,0,https://www.sports-reference.com/cfb/players/kaleb-eleby-1.html,73.0,208.0,4.76,19.06,25.5,111.0,7.57,4.42,MAC,24.0,3.0,107.77,63.87,172.0,7.56,1.85,3.54,60.14,0.22,9.42,0.96,1.79,0.93,1.16,57.03,513.42,8.91,5.3,386.33,2151.24,5.6,19.88,443.36,2664.67,6.12,25.18,2022
Martin Emerson,CB,Mississippi St.,3,68,https://www.sports-reference.com/cfb/players/martin-emerson-1.html,74.0,201.0,4.53,18.57,33.94,120.94,6.79,4.12,SEC,36.0,3.0,92.0,60.0,152.0,6.0,0.0,1.0,45.0,0.0,15.0,0.0,0.0,0.0,1.0,36.6,304.09,6.71,1.88,263.23,1367.91,5.06,10.39,299.83,1672.01,5.31,12.26,2022
Kingsley Enagbare,DE,South Carolina,5,179,https://www.sports-reference.com/cfb/players/kingsley-enagbare-1.html,76.0,258.0,4.87,23.42,36.5,117.0,7.23,4.41,SEC,39.0,4.0,73.0,48.0,121.0,24.0,15.0,0.0,0.0,0.0,4.0,1.0,0.0,0.13,3.0,22.93,207.54,9.4,2.8,51.37,302.43,5.66,3.52,74.31,509.96,7.09,6.31,2022
Akayleb Evans,CB,Missouri,4,118,https://www.sports-reference.com/cfb/players/akayleb-evans-1.html,74.0,197.0,4.46,14.72,36.0,129.0,6.96,4.15,American,38.0,5.0,25.0,3.0,28.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.12,2.0,38.42,364.21,8.56,2.48,331.16,1932.58,5.67,17.5,369.58,2296.79,6.03,19.98,2022
Obinna Eze,OT,TCU,0,0,https://www.sports-reference.com/cfb/players/obinna-eze-1.html,79.0,321.0,5.17,18.0,27.5,104.0,8.2,5.08,,4.0,1.0,1.23,0.31,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,126.27,4.79,0.09,320.34,1597.89,4.0,17.18,341.09,1724.16,4.84,17.27,2022
Joshua Ezeudu,OG,North Carolina,3,67,https://www.sports-reference.com/cfb/players/joshua-ezeudu-1.html,76.0,308.0,5.19,25.34,28.5,105.0,7.83,4.56,,11.0,1.0,1.11,0.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.88,5.14,4.8,0.09,1.02,-1.52,-2.2,0.19,1.89,3.62,-1.57,0.28,2022
Erik Ezukanma,WR,Texas Tech,4,125,https://www.sports-reference.com/cfb/players/erik-ezukanma-1.html,74.0,209.0,4.56,15.39,36.5,126.0,6.94,4.38,Big 12,35.0,4.0,150.16,78.8,229.0,9.01,1.12,9.74,99.89,0.41,8.83,1.15,21.72,0.83,1.89,138.0,2166.0,15.7,15.0,10.0,138.0,13.8,2.0,148.0,2304.0,15.6,17.0,2022
Daniel Faalele,OT,Minnesota,4,110,https://www.sports-reference.com/cfb/players/daniel-faalele-1.html,80.0,384.0,4.66,24.0,31.5,115.43,7.06,4.2,Big Ten,13.0,1.0,97.45,56.28,154.0,12.61,3.31,2.57,37.86,0.0,10.07,0.98,0.0,0.75,2.22,0.0,0.0,0.75,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2022
Neil Farrell,DT,LSU,4,126,https://www.sports-reference.com/cfb/players/neil-farrell-jr-1.html,76.0,330.0,5.41,29.09,21.5,98.93,8.41,4.83,SEC,48.0,5.0,54.0,89.0,143.0,22.0,7.5,0.0,0.0,0.0,4.0,0.0,19.03,0.27,1.0,8.67,54.27,4.65,0.0,143.26,700.46,2.73,6.25,151.93,754.73,3.6,6.25,2022
Jake Ferguson,TE,Wisconsin,4,129,https://www.sports-reference.com/cfb/players/jake-ferguson-1.html,77.0,250.0,4.81,15.0,31.5,118.0,7.03,4.48,Big Ten,47.0,4.0,101.86,51.01,153.0,8.64,2.74,2.22,36.72,0.0,12.98,0.55,0.17,0.7,2.05,145.0,1618.0,11.2,13.0,0.0,0.0,6.55,0.0,145.0,1618.0,11.2,13.0,2022
DaMarcus Fields,CB,Texas Tech,0,0,https://www.sports-reference.com/cfb/players/damarcus-fields-1.html,72.0,193.0,4.48,17.74,34.5,120.05,6.88,4.01,Big 12,53.0,5.0,173.0,40.0,213.0,13.5,2.0,4.0,155.0,1.0,41.0,4.0,17.54,0.75,4.0,27.36,206.61,6.5,1.61,221.04,1196.79,5.17,10.81,248.39,1403.4,5.34,12.42,2022
Cordale Flott,CB,LSU,3,81,https://www.sports-reference.com/cfb/players/cordale-flott-1.html,73.0,175.0,4.56,13.61,35.75,119.18,6.81,4.23,SEC,29.0,3.0,68.0,30.0,98.0,5.5,0.0,1.0,0.0,0.0,10.0,0.0,2.51,0.0,2.0,86.31,901.5,10.24,7.29,509.63,3193.86,6.44,28.75,595.94,4095.36,7.1,36.04,2022
